Year,State,Major Component,Proposed by State - Total,Proposed by State - % of Total,Recommended by DoSEL - Total,Recommended by DoSEL - % of Total
2022-23,Goa,Vocational Education,1379.98,25.69,1281.82,26.01
2022-23,Goa,RTE Entitlements,616.72,11.48,595.74,12.09
2022-23,Goa,Quality Interventions,1921.28,35.76,1586.29,32.19
2022-23,Goa,Access & Retention,141.25,2.63,33.33,0.68
2022-23,Goa,Teacher Education,459.3,8.55,344.97,7.0
2022-23,Goa,Financial Support for Teachers,385.2,7.17,313.41,6.36
2022-23,Goa,Gender & Equity,60.44,1.13,56.09,1.14
2022-23,Goa,Sports & Physical Education,59.9,1.12,59.9,1.22
2022-23,Gujarat,Total of all Major Components,284563.93,100.0,215337.04,100.0
2022-23,Gujarat,Program Management,12500.0,4.39,10254.15,4.76
2022-23,Gujarat,Access & Retention,54716.96,19.23,11661.84,5.42
2022-23,Gujarat,Vocational Education,13174.08,4.63,7023.73,3.26
2022-23,Gujarat,Gender & Equity,24788.2,8.71,18185.19,8.44
2022-23,Gujarat,Financial Support for Teachers,39470.66,13.87,39446.06,18.32
2022-23,Gujarat,Teacher Education,7422.84,2.61,5123.63,2.38
2022-23,Gujarat,Quality Interventions,71341.98,25.07,71338.81,33.13
2022-23,Gujarat,RTE Entitlements,51007.78,17.92,42435.86,19.71
2022-23,Gujarat,Monitoring of the Scheme,565.4,0.2,352.89,0.16
2022-23,Gujarat,Inclusive Education,9576.01,3.37,9514.88,4.42
2022-23,Haryana,Sports & Physical Education,1519.1,0.84,1519.1,1.17
2022-23,Haryana,Access & Retention,28780.16,15.88,12757.69,9.85
2022-23,Haryana,RTE Entitlements,12875.96,7.11,13476.08,10.41
2022-23,Haryana,Quality Interventions,45724.16,25.24,33326.63,25.73
2022-23,Haryana,Teacher Education,6042.55,3.33,3193.81,2.47
2022-23,Haryana,Financial Support for Teachers,40410.01,22.3,38236.63,29.53
2022-23,Haryana,Total of all Major Components,181189.69,100.0,129501.94,100.0
2022-23,Haryana,Inclusive Education,2786.77,1.54,2179.71,1.68
2022-23,Haryana,Vocational Education,21702.54,11.98,11344.21,8.76
2022-23,Haryana,Monitoring of the Scheme,179.18,0.1,509.35,0.39
2022-23,Haryana,Program Management,8412.0,4.64,4315.57,3.33
2022-23,Haryana,Gender & Equity,12757.26,7.04,8643.15,6.67
2022-23,Himachal Pradesh,Financial Support for Teachers,15395.39,16.27,9984.6,14.57
2022-23,Himachal Pradesh,Quality Interventions,39076.04,41.3,30897.2,45.09
2022-23,Himachal Pradesh,Sports & Physical Education,1426.4,1.51,1425.8,2.08
2022-23,Himachal Pradesh,Teacher Education,5427.85,5.74,1943.95,2.84
2022-23,Himachal Pradesh,RTE Entitlements,3970.98,4.2,3946.7,5.76
2022-23,Himachal Pradesh,Gender & Equity,2148.66,2.27,1771.69,2.59
2022-23,Himachal Pradesh,Vocational Education,14032.87,14.83,11308.13,16.5
2022-23,Himachal Pradesh,Inclusive Education,346.1,0.37,316.86,0.46
2022-23,Himachal Pradesh,Total of all Major Components,94615.04,100.0,68521.31,100.0
2022-23,Himachal Pradesh,Access & Retention,8741.03,9.24,4249.79,6.2
2022-23,Himachal Pradesh,Monitoring of the Scheme,26.67,0.03,41.15,0.06
2022-23,Himachal Pradesh,Program Management,4023.06,4.25,2635.43,3.85
2022-23,Jammu and Kashmir,Access & Retention,57108.5,24.95,22175.63,14.49
2022-23,Jammu and Kashmir,RTE Entitlements,11792.23,5.15,10178.75,6.65
2022-23,Jammu and Kashmir,Quality Interventions,74347.3,32.48,50269.92,32.84
2022-23,Jammu and Kashmir,Sports & Physical Education,2121.2,0.93,2074.7,1.36
2022-23,Jammu and Kashmir,Financial Support for Teachers,48114.8,21.02,43852.81,28.65
2022-23,Jammu and Kashmir,Gender & Equity,6186.54,2.7,6032.92,3.94
2022-23,Jammu and Kashmir,Inclusive Education,949.55,0.41,965.56,0.63
2022-23,Jammu and Kashmir,Vocational Education,14603.15,6.38,6448.15,4.21
2022-23,Jammu and Kashmir,Monitoring of the Scheme,114.39,0.05,466.22,0.3
2022-23,Jammu and Kashmir,Program Management,5135.38,2.24,7288.76,4.76
2022-23,Jammu and Kashmir,Total of all Major Components,228928.08,100.0,153064.13,100.0
2022-23,Jammu and Kashmir,Teacher Education,8455.04,3.69,3310.69,2.16
2022-23,Jharkhand,Monitoring of the Scheme,378.16,0.16,750.82,0.34
2022-23,Jharkhand,Vocational Education,6869.6,2.96,6168.53,2.82
2022-23,Jharkhand,Inclusive Education,1006.56,0.43,1006.56,0.46
2022-23,Jharkhand,Gender & Equity,20857.45,8.99,20256.02,9.27
2022-23,Jharkhand,Financial Support for Teachers,84319.2,36.35,83271.01,38.1
2022-23,Jharkhand,Teacher Education,1038.24,0.45,614.38,0.28
2022-23,Jharkhand,Sports & Physical Education,1950.0,0.84,1950.0,0.89
2022-23,Jharkhand,Quality Interventions,52885.13,22.8,52347.93,23.95
2022-23,Jharkhand,RTE Entitlements,37593.36,16.2,36496.25,16.7
2022-23,Jharkhand,Access & Retention,11128.66,4.8,5299.38,2.42
2022-23,Jharkhand,Program Management,13962.99,6.02,10383.04,4.75
2022-23,Jharkhand,Total of all Major Components,231989.34,100.0,218543.93,100.0
2022-23,Karnataka,Access & Retention,9053.35,4.12,3991.57,2.22
2022-23,Karnataka,Quality Interventions,95856.66,43.58,79246.92,44.07
2022-23,Karnataka,Sports & Physical Education,4714.8,2.14,4555.8,2.53
2022-23,Karnataka,Teacher Education,4857.48,2.21,4787.32,2.66
2022-23,Karnataka,Financial Support for Teachers,44412.9,20.19,31165.89,17.33
2022-23,Karnataka,Total of all Major Components,219958.25,100.0,179833.61,100.0
2022-23,Karnataka,Inclusive Education,6185.58,2.81,5434.29,3.02
2022-23,Karnataka,Vocational Education,2586.7,1.18,2160.31,1.2
2022-23,Karnataka,Monitoring of the Scheme,599.82,0.27,826.59,0.46
2022-23,Karnataka,Program Management,8724.88,3.97,6916.68,3.85
2022-23,Karnataka,Gender & Equity,9039.69,4.11,7683.68,4.27
2022-23,Karnataka,RTE Entitlements,33926.39,15.42,33064.57,18.39
2022-23,Kerala,Quality Interventions,36389.15,45.62,32367.59,48.02
2022-23,Kerala,Sports & Physical Education,409.15,0.51,402.75,0.6
2022-23,Kerala,Access & Retention,6027.33,7.56,1955.55,2.9
2022-23,Kerala,Teacher Education,2481.26,3.11,1981.41,2.94
2022-23,Kerala,Financial Support for Teachers,3222.0,4.04,1700.16,2.52
2022-23,Kerala,Gender & Equity,784.0,0.98,625.99,0.93
2022-23,Kerala,Inclusive Education,13571.48,17.01,12212.63,18.12
2022-23,Kerala,Vocational Education,1901.92,2.38,1074.83,1.59
2022-23,Kerala,Monitoring of the Scheme,88.87,0.11,222.18,0.33
2022-23,Kerala,Program Management,3000.0,3.76,3000.0,4.45
2022-23,Kerala,Total of all Major Components,79774.23,100.0,67403.43,100.0
2022-23,Kerala,RTE Entitlements,11899.08,14.92,11860.34,17.6
2022-23,Ladakh,Access & Retention,7624.69,43.43,3515.72,39.99
2022-23,Ladakh,Sports & Physical Education,85.15,0.49,83.5,0.95
2022-23,Ladakh,Teacher Education,229.5,1.31,127.8,1.45
2022-23,Ladakh,Monitoring of the Scheme,4.15,0.02,301.64,3.43
2022-23,Ladakh,RTE Entitlements,325.14,1.85,303.58,3.45
2022-23,Ladakh,Gender & Equity,991.34,5.65,705.54,8.02
2022-23,Ladakh,Inclusive Education,85.36,0.49,58.38,0.66
2022-23,Ladakh,Quality Interventions,5245.85,29.88,3029.31,34.45
2022-23,Ladakh,Vocational Education,475.78,2.71,228.01,2.59
2022-23,Ladakh,Total of all Major Components,17554.38,100.0,8792.3,100.0
2022-23,Ladakh,Program Management,2487.43,14.17,438.81,4.99
2022-23,Lakshadweep,Quality Interventions,358.67,53.47,318.52,42.39
2022-23,Lakshadweep,RTE Entitlements,1.62,0.24,1.41,0.19
2022-23,Lakshadweep,Vocational Education,4.5,0.67,4.5,0.6
2022-23,Lakshadweep,Inclusive Education,50.18,7.48,46.08,6.13
2022-23,Lakshadweep,Monitoring of the Scheme,0.24,0.04,200.61,26.7
2022-23,Lakshadweep,Sports & Physical Education,23.5,3.5,4.0,0.53
2022-23,Lakshadweep,Teacher Education,59.4,8.85,39.4,5.24
2022-23,Lakshadweep,Financial Support for Teachers,103.5,15.43,78.62,10.46
2022-23,Lakshadweep,Gender & Equity,29.22,4.36,18.32,2.44
2022-23,Lakshadweep,Program Management,40.0,5.96,40.0,5.32
2022-23,Lakshadweep,Total of all Major Components,670.83,100.0,751.46,100.0
2022-23,Madhya Pradesh,Monitoring of the Scheme,772.81,0.11,444.16,0.08
2022-23,Madhya Pradesh,Inclusive Education,4455.51,0.65,4331.66,0.79
2022-23,Madhya Pradesh,Gender & Equity,28262.35,4.1,25732.34,4.7
2022-23,Madhya Pradesh,Financial Support for Teachers,192829.41,28.0,188237.0,34.35
2022-23,Madhya Pradesh,Teacher Education,6585.99,0.96,3809.79,0.7
2022-23,Madhya Pradesh,Sports & Physical Education,8097.7,1.18,8081.65,1.47
2022-23,Madhya Pradesh,RTE Entitlements,94531.77,13.73,92840.32,16.94
2022-23,Madhya Pradesh,Access & Retention,98291.76,14.27,35949.07,6.56
2022-23,Madhya Pradesh,Vocational Education,35409.12,5.14,11980.03,2.19
2022-23,Madhya Pradesh,Quality Interventions,191735.37,27.85,152920.64,27.91
2022-23,Madhya Pradesh,Total of all Major Components,688566.87,100.0,547921.35,100.0
2022-23,Madhya Pradesh,Program Management,27595.08,4.01,23594.7,4.31
2022-23,Maharashtra,Total of all Major Components,242097.17,100.0,209529.64,100.0
2022-23,Maharashtra,Program Management,12002.4,4.96,8066.74,3.85
2022-23,Maharashtra,Access & Retention,18742.37,7.74,9711.4,4.63
2022-23,Maharashtra,RTE Entitlements,69589.62,28.74,57787.17,27.58
2022-23,Maharashtra,Sports & Physical Education,4682.8,1.93,4682.8,2.23
2022-23,Maharashtra,Quality Interventions,81976.82,33.86,83130.02,39.67
2022-23,Maharashtra,Financial Support for Teachers,8580.6,3.54,7898.98,3.77
2022-23,Maharashtra,Gender & Equity,16725.06,6.91,10422.35,4.97
2022-23,Maharashtra,Inclusive Education,16536.41,6.83,16502.61,7.88
2022-23,Maharashtra,Vocational Education,7341.82,3.03,6075.04,2.9
2022-23,Maharashtra,Monitoring of the Scheme,792.06,0.33,786.47,0.38
2022-23,Maharashtra,Teacher Education,5127.21,2.12,4466.06,2.13
2022-23,Manipur,Vocational Education,2147.82,2.08,1461.13,2.86
2022-23,Manipur,Total of all Major Components,103182.9,100.0,51015.65,100.0
2022-23,Manipur,Program Management,2351.11,2.28,2429.03,4.76
2022-23,Manipur,Monitoring of the Scheme,10.79,0.01,310.78,0.61
2022-23,Manipur,Inclusive Education,467.33,0.45,435.94,0.85
2022-23,Manipur,Quality Interventions,19253.72,18.66,13495.56,26.45
2022-23,Manipur,Financial Support for Teachers,12097.31,11.72,9491.84,18.61
2022-23,Manipur,Teacher Education,6497.47,6.3,2246.4,4.4
2022-23,Manipur,Sports & Physical Education,266.25,0.26,252.5,0.49
2022-23,Manipur,RTE Entitlements,2107.76,2.04,1948.83,3.82
2022-23,Manipur,Access & Retention,52585.43,50.96,15436.34,30.26
2022-23,Manipur,Gender & Equity,5397.91,5.23,3507.28,6.87
2022-23,Meghalaya,Access & Retention,5229.77,8.15,1731.76,3.44
2022-23,Meghalaya,RTE Entitlements,4800.63,7.48,4647.03,9.22
2022-23,Meghalaya,Quality Interventions,14829.1,23.1,10901.73,21.64
2022-23,Meghalaya,Teacher Education,3638.94,5.67,987.44,1.96
2022-23,Meghalaya,Sports & Physical Education,520.75,0.81,520.35,1.03
2022-23,Meghalaya,Gender & Equity,999.05,1.56,790.77,1.57
2022-23,Meghalaya,Inclusive Education,406.56,0.63,229.72,0.46
2022-23,Meghalaya,Vocational Education,2726.56,4.25,1418.02,2.81
2022-23,Meghalaya,Monitoring of the Scheme,58.94,0.09,443.11,0.88
2022-23,Meghalaya,Program Management,3139.91,4.89,2398.83,4.76
2022-23,Meghalaya,Total of all Major Components,64206.4,100.0,50375.4,100.0
2022-23,Meghalaya,Financial Support for Teachers,27856.2,43.39,26306.64,52.22
2022-23,Mizoram,Access & Retention,9794.05,28.08,6566.49,24.78
2022-23,Mizoram,Quality Interventions,6660.42,19.1,5707.04,21.54
2022-23,Mizoram,Sports & Physical Education,240.9,0.69,240.9,0.91
2022-23,Mizoram,Teacher Education,2617.03,7.5,1984.29,7.49
2022-23,Mizoram,Financial Support for Teachers,10092.48,28.94,7246.59,27.35
2022-23,Mizoram,RTE Entitlements,1428.21,4.09,1401.0,5.29
2022-23,Mizoram,Inclusive Education,397.77,1.14,397.69,1.5
2022-23,Mizoram,Vocational Education,1391.08,3.99,1139.03,4.3
2022-23,Mizoram,Monitoring of the Scheme,3.0,0.01,307.49,1.16
2022-23,Mizoram,Program Management,1913.58,5.49,1261.75,4.76
2022-23,Mizoram,Total of all Major Components,34877.89,100.0,26496.67,100.0
2022-23,Mizoram,Gender & Equity,339.38,0.97,244.41,0.92
2022-23,Nagaland,Access & Retention,8257.68,21.52,4596.02,15.84
2022-23,Nagaland,RTE Entitlements,1089.23,2.84,1027.85,3.54
2022-23,Nagaland,Quality Interventions,5758.78,15.01,4615.77,15.9
2022-23,Nagaland,Sports & Physical Education,187.4,0.49,185.75,0.64
2022-23,Nagaland,Teacher Education,5867.96,15.3,3906.07,13.46
2022-23,Nagaland,Financial Support for Teachers,12933.73,33.71,10949.79,37.73
2022-23,Nagaland,Vocational Education,1053.66,2.75,958.91,3.3
2022-23,Nagaland,Inclusive Education,107.22,0.28,90.61,0.31
2022-23,Nagaland,Monitoring of the Scheme,9.0,0.02,308.34,1.06
2022-23,Nagaland,Total of all Major Components,38364.55,100.0,29024.0,100.0
2022-23,Nagaland,Program Management,1920.87,5.01,1382.1,4.76
2022-23,Nagaland,Gender & Equity,1179.02,3.07,1002.8,3.46
2022-23,Odisha,Total of all Major Components,507973.12,100.0,362677.84,100.0
2022-23,Odisha,Program Management,21035.84,4.14,17270.37,4.76
2022-23,Odisha,RTE Entitlements,44348.11,8.73,43866.36,12.1
2022-23,Odisha,Inclusive Education,4812.67,0.95,4614.25,1.27
2022-23,Odisha,Access & Retention,124912.15,24.59,34864.98,9.61
2022-23,Odisha,Quality Interventions,109337.74,21.52,82281.1,22.69
2022-23,Odisha,Sports & Physical Education,4481.5,0.88,4481.5,1.24
2022-23,Odisha,Teacher Education,6147.91,1.21,3994.62,1.1
2022-23,Odisha,Monitoring of the Scheme,388.02,0.08,303.11,0.08
2022-23,Odisha,Vocational Education,20826.29,4.1,13813.33,3.81
2022-23,Odisha,Financial Support for Teachers,138342.57,27.23,126074.21,34.76
2022-23,Odisha,Gender & Equity,33340.33,6.56,31114.0,8.58
2022-23,Puducherry,Teacher Education,190.5,5.64,130.92,4.6
2022-23,Puducherry,Gender & Equity,108.25,3.2,75.35,2.64
2022-23,Puducherry,Sports & Physical Education,49.2,1.46,49.2,1.73
2022-23,Puducherry,Inclusive Education,81.1,2.4,76.95,2.7
2022-23,Puducherry,Vocational Education,162.55,4.81,152.29,5.35
2022-23,Puducherry,Total of all Major Components,3378.16,100.0,2848.8,100.0
2022-23,Puducherry,Program Management,189.41,5.61,135.66,4.76
2022-23,Puducherry,Monitoring of the Scheme,19.24,0.57,205.37,7.21
2022-23,Puducherry,Quality Interventions,2080.84,61.6,1526.23,53.57
2022-23,Puducherry,RTE Entitlements,497.07,14.71,496.83,17.44
2022-23,Punjab,Teacher Education,2933.43,2.18,1217.55,1.08
2022-23,Punjab,Financial Support for Teachers,25383.82,18.87,25373.95,22.51
2022-23,Punjab,Gender & Equity,2526.77,1.88,2496.02,2.21
2022-23,Punjab,RTE Entitlements,12558.04,9.34,12535.13,11.12
2022-23,Punjab,Quality Interventions,50308.06,37.41,44869.53,39.8
2022-23,Punjab,Inclusive Education,2332.02,1.73,2177.48,1.93
2022-23,Punjab,Sports & Physical Education,1830.35,1.36,1821.5,1.62
2022-23,Punjab,Vocational Education,14419.1,10.72,11074.44,9.82
2022-23,Punjab,Total of all Major Components,134489.88,100.0,112736.97,100.0
2022-23,Punjab,Monitoring of the Scheme,315.95,0.23,548.12,0.49
2022-23,Punjab,Program Management,7789.05,5.79,4837.47,4.29
2022-23,Punjab,Access & Retention,14093.28,10.48,5785.79,5.13
2022-23,Rajasthan,Program Management,27604.48,4.18,22781.48,4.31
2022-23,Rajasthan,Access & Retention,181643.88,27.52,78554.88,14.85
2022-23,Rajasthan,RTE Entitlements,67674.9,10.25,69157.46,13.07
2022-23,Rajasthan,Sports & Physical Education,7261.51,1.1,7261.51,1.37
2022-23,Rajasthan,Quality Interventions,111314.95,16.87,95480.41,18.05
2022-23,Rajasthan,Financial Support for Teachers,202961.61,30.75,201691.73,38.12
2022-23,Rajasthan,Gender & Equity,26999.1,4.09,26563.4,5.02
2022-23,Rajasthan,Inclusive Education,3903.22,0.59,3459.0,0.65
2022-23,Rajasthan,Vocational Education,20360.23,3.08,18915.27,3.58
2022-23,Rajasthan,Total of all Major Components,659981.19,100.0,529034.5,100.0
2022-23,Rajasthan,Monitoring of the Scheme,1466.36,0.22,443.01,0.08
2022-23,Rajasthan,Teacher Education,8790.96,1.33,4726.35,0.89
2022-23,Sikkim,Vocational Education,4063.99,20.87,2795.87,21.05
2022-23,Sikkim,Access & Retention,3713.26,19.07,1293.92,9.74
2022-23,Sikkim,Quality Interventions,6393.37,32.83,5096.44,38.36
2022-23,Sikkim,Sports & Physical Education,87.35,0.45,88.65,0.67
2022-23,Sikkim,Teacher Education,1000.86,5.14,631.49,4.75
2022-23,Sikkim,Financial Support for Teachers,2042.4,10.49,1388.47,10.45
2022-23,Sikkim,Gender & Equity,309.57,1.59,360.44,2.71
2022-23,Sikkim,Inclusive Education,322.26,1.65,268.21,2.02
2022-23,Sikkim,Monitoring of the Scheme,5.51,0.03,303.49,2.28
2022-23,Sikkim,RTE Entitlements,492.78,2.53,425.37,3.2
2022-23,Sikkim,Program Management,1042.1,5.35,632.62,4.76
2022-23,Sikkim,Total of all Major Components,19473.45,100.0,13284.97,100.0
2022-23,Tamil Nadu,Access & Retention,19079.77,4.61,6787.15,2.12
2022-23,Tamil Nadu,RTE Entitlements,72338.37,17.49,58217.0,18.17
2022-23,Tamil Nadu,Quality Interventions,152917.37,36.97,113447.74,35.41
2022-23,Tamil Nadu,Sports & Physical Education,3462.85,0.84,3453.5,1.08
2022-23,Tamil Nadu,Teacher Education,10356.33,2.5,6907.03,2.16
2022-23,Tamil Nadu,Financial Support for Teachers,117822.42,28.49,103304.04,32.24
2022-23,Tamil Nadu,Gender & Equity,7618.38,1.84,7094.26,2.21
2022-23,Tamil Nadu,Inclusive Education,8719.11,2.11,6572.76,2.05
2022-23,Tamil Nadu,Vocational Education,2614.39,0.63,1447.8,0.45
2022-23,Tamil Nadu,Monitoring of the Scheme,602.28,0.15,844.77,0.26
2022-23,Tamil Nadu,Program Management,18073.18,4.37,12323.04,3.85
2022-23,Tamil Nadu,Total of all Major Components,413604.44,100.0,320399.1,100.0
2022-23,Telangana,Access & Retention,13058.65,5.92,8123.77,4.48
2022-23,Telangana,RTE Entitlements,20186.97,9.15,19786.71,10.91
2022-23,Telangana,Quality Interventions,61781.62,28.02,45766.21,25.23
2022-23,Telangana,Sports & Physical Education,1711.35,0.78,1711.35,0.94
2022-23,Telangana,Teacher Education,1517.55,0.69,728.4,0.4
2022-23,Telangana,Financial Support for Teachers,49261.26,22.34,36312.88,20.02
2022-23,Telangana,Gender & Equity,59937.58,27.18,57892.72,31.92
2022-23,Telangana,Inclusive Education,1730.31,0.78,1648.04,0.91
2022-23,Telangana,Vocational Education,4234.87,1.92,2657.24,1.47
2022-23,Telangana,Monitoring of the Scheme,336.56,0.15,647.16,0.36
2022-23,Telangana,Program Management,6768.94,3.07,6086.34,3.36
2022-23,Telangana,Total of all Major Components,220525.65,100.0,181360.81,100.0
2022-23,Tripura,Program Management,2713.43,4.93,2039.63,4.76
2022-23,Tripura,Total of all Major Components,55050.32,100.0,42832.26,100.0
2022-23,Tripura,Access & Retention,11050.81,20.07,6088.24,14.21
2022-23,Tripura,Monitoring of the Scheme,35.3,0.06,327.71,0.77
2022-23,Tripura,Vocational Education,2794.48,5.08,1957.16,4.57
2022-23,Tripura,Inclusive Education,994.24,1.81,638.88,1.49
2022-23,Tripura,Gender & Equity,1356.25,2.46,1246.82,2.91
2022-23,Tripura,Financial Support for Teachers,11248.92,20.43,10250.85,23.93
2022-23,Tripura,Teacher Education,1771.99,3.22,993.31,2.32
2022-23,Tripura,Sports & Physical Education,475.35,0.86,471.0,1.1
2022-23,Tripura,Quality Interventions,18705.47,33.98,14916.13,34.82
2022-23,Tripura,RTE Entitlements,3904.09,7.09,3902.53,9.11
2022-23,Uttar Pradesh,Gender & Equity,67845.02,5.35,62490.54,7.07
2022-23,Uttar Pradesh,Total of all Major Components,1268091.9,100.0,883443.44,100.0
2022-23,Uttar Pradesh,Access & Retention,177783.14,14.02,46717.13,5.29
2022-23,Uttar Pradesh,Monitoring of the Scheme,1590.58,0.13,1605.61,0.18
2022-23,Uttar Pradesh,Vocational Education,3404.0,0.27,1813.11,0.21
2022-23,Uttar Pradesh,RTE Entitlements,165762.41,13.07,165436.69,18.73
2022-23,Uttar Pradesh,Quality Interventions,226853.63,17.89,173249.03,19.61
2022-23,Uttar Pradesh,Sports & Physical Education,589.75,0.05,589.75,0.07
2022-23,Uttar Pradesh,Teacher Education,18722.73,1.48,10507.7,1.19
2022-23,Uttar Pradesh,Financial Support for Teachers,546660.1,43.11,381007.86,43.13
2022-23,Uttar Pradesh,Inclusive Education,6346.0,0.5,6047.43,0.68
2022-23,Uttar Pradesh,Program Management,52534.55,4.14,33978.6,3.85
2022-23,Uttarakhand,Access & Retention,18333.41,16.91,10433.34,14.52
2022-23,Uttarakhand,RTE Entitlements,18906.7,17.44,16392.9,22.81
2022-23,Uttarakhand,Quality Interventions,29142.04,26.89,19706.83,27.42
2022-23,Uttarakhand,Sports & Physical Education,1415.6,1.31,1415.6,1.97
2022-23,Uttarakhand,Teacher Education,7829.54,7.22,3045.69,4.24
2022-23,Uttarakhand,Financial Support for Teachers,20779.81,19.17,11587.42,16.12
2022-23,Uttarakhand,Gender & Equity,2848.36,2.63,2653.29,3.69
2022-23,Uttarakhand,Inclusive Education,1067.9,0.99,560.87,0.78
2022-23,Uttarakhand,Vocational Education,3381.02,3.12,2286.57,3.18
2022-23,Uttarakhand,Monitoring of the Scheme,47.74,0.04,450.9,0.63
2022-23,Uttarakhand,Program Management,4643.0,4.28,3340.8,4.65
2022-23,Uttarakhand,Total of all Major Components,108395.11,100.0,71874.22,100.0
2022-23,West Bengal,Total of all Major Components,365732.33,100.0,271072.02,100.0
2022-23,West Bengal,Vocational Education,6416.76,1.75,5125.98,1.89
2022-23,West Bengal,Inclusive Education,7982.7,2.18,7348.84,2.71
