District;State;Central Government Schools;District ID;Female Gender;General Social Group;Government Aided Schools;Government Schools;Grade;Male Gender;OBC Social Group;Private School;Rural Location;SC Social Group;ST Social Group;State ID;Total Schools;Total Students;Total Teachers;Transgender;Urban Location
Budaun;Uttar Pradesh;3.7688441;919;54.942234;23.878628;27.13568;58.542713;Grade 3;45.057766;54.35356;10.552764;69.59799;21.503958;0.26385224;9;36;796;98;0;30.40201
Bareilly;Uttar Pradesh;16.067863;920;54.79042;19.235226;21.157684;39.021957;Grade 3;45.20958;64.77404;23.752495;52.49501;15.295481;0.69524914;9;44;1002;123;0;47.50499
Pilibhit;Uttar Pradesh;4.285714;921;50.789097;28.8162;3.857143;61.57143;Grade 3;49.210903;51.40187;30.285715;76.57143;18.69159;1.0903426;9;31;700;83;0;23.428572
Shahjahanpur;Uttar Pradesh;9.371293;922;49.819927;22.670376;23.606169;39.14591;Grade 3;50.180073;60.500694;27.87663;78.52906;16.133518;0.27816412;9;39;843;107;0;21.470938
Kheri;Uttar Pradesh;4.0650406;923;49.932156;23.407202;18.292683;48.238483;Grade 3;50.067844;55.40166;29.403793;73.57723;20.775623;0.13850416;9;32;738;85;0;26.422764
Sitapur;Uttar Pradesh;3.4722223;924;43.75;16.438356;21.99074;48.37963;Grade 3;56.25;43.711082;26.157408;79.28241;39.72603;0;9;38;864;105;0;20.717592
Hardoi;Uttar Pradesh;4.2613635;925;48.4375;20.150375;18.323864;44.460228;Grade 3;51.5625;45.11278;32.954544;83.09659;30.526316;0.15037595;9;32;704;89;0;16.90341
Rae Bareli;Uttar Pradesh;6.6445184;928;49.280178;16.82243;23.255814;40.310078;Grade 3;50.719822;49.766354;29.78959;85.492805;32.71028;0.58411217;9;43;903;108;0;14.507198
Unnao;Uttar Pradesh;4.601227;926;48.847927;13.271605;6.134969;66.564415;Grade 3;51.152073;53.54938;22.699387;87.730064;30.401234;0.15432099;9;34;652;89;0;12.269938
Lucknow;Uttar Pradesh;21.153847;927;52.591972;37.12406;27.591972;26.170568;Grade 3;47.408028;38.06391;25.083612;40.301003;23.308271;1.4097744;9;50;1196;144;0;59.698997
Farrukhabad;Uttar Pradesh;4.037685;929;49.932705;18.879057;30.551817;51.81696;Grade 3;50.067295;60.471977;13.593539;70.928665;14.896755;0.29498526;9;34;743;93;0;29.071333
Kannauj;Uttar Pradesh;0;930;52.236652;20.70552;18.079096;46.892654;Grade 3;47.763348;55.981594;35.028248;79.80226;21.77914;0.30674848;9;34;708;97;0;20.19774
Etawah;Uttar Pradesh;3.3898306;931;49.372864;9.338061;18.983051;53.672318;Grade 3;50.627136;55.79196;23.954802;87.00565;34.397163;0.47281325;9;46;885;120;0;12.99435
Auraiya;Uttar Pradesh;1.5931373;932;49.447853;14.7095175;20.955883;52.205883;Grade 3;50.552147;47.3424;25.245098;92.15686;37.700867;0.24721879;9;41;816;104;0;7.8431373
Kanpur Dehat;Uttar Pradesh;3.5714285;933;44.642857;15.375;17.02381;55;Grade 3;55.357143;51.625;24.404762;96.07143;32.875;0;9;41;840;99;0;3.9285715
Kanpur Nagar;Uttar Pradesh;23.47267;934;56.65272;29.661837;18.649517;41.398712;Grade 3;43.34728;41.642513;16.4791;36.65595;22.608696;1.062802;9;53;1244;154;0;63.34405
Jalaun;Uttar Pradesh;5.374593;935;48.0456;17.44186;12.866449;45.765472;Grade 3;51.9544;50;35.993484;59.934853;31.561462;0.8305648;9;37;614;94;0;40.065147
Jhansi;Uttar Pradesh;14.234876;936;53.736656;14.631043;11.032028;43.534992;Grade 3;46.263344;53.307888;31.198103;53.736656;31.043257;0.7633588;9;38;843;105;0;46.263344
Lalitpur;Uttar Pradesh;8.885542;937;43.524097;17.647058;0;55.271084;Grade 3;56.475903;60.57234;35.843372;73.945786;20.82671;0.9538951;9;30;664;84;0;26.054216
Hamirpur (U.P.);Uttar Pradesh;0;938;44.221104;6.9418387;0;63.651592;Grade 3;55.778896;62.28893;36.348408;75.20938;30.206379;0.5628518;9;28;597;75;0;24.790619
Mahoba;Uttar Pradesh;4.5454545;939;46.060608;20.934256;0;50.757576;Grade 3;53.939392;56.920414;44.696968;70.30303;21.453287;0.51903117;9;29;660;82;0;29.69697
Banda;Uttar Pradesh;0;940;52.7897;19.561815;20.428572;44.57143;Grade 3;47.2103;50.86072;35;65.42857;28.794992;0;9;34;700;92;0;34.57143
Chitrakoot;Uttar Pradesh;4.7543583;941;40.09509;16.247906;0;57.369255;Grade 3;59.90491;57.118927;37.87639;81.458;26.130653;0.5025126;9;29;631;80;0;18.541996
Fatehpur;Uttar Pradesh;0;942;46.18474;19.810041;15.775401;49.59893;Grade 3;53.81526;46.811398;34.625668;98.39572;32.971504;0.2713704;9;36;748;106;0;1.6042781
Pratapgarh;Uttar Pradesh;0;943;50.896057;11.368421;15.9498205;61.29032;Grade 3;49.103943;60.210526;22.759857;93.36918;27.157894;1.2631578;9;29;558;71;0;6.6308246
Kaushambi;Uttar Pradesh;0;944;49.801323;19.187675;26.092714;45.827816;Grade 3;50.198677;42.9972;28.07947;96.02649;36.554623;0.42016807;9;35;755;95;0;3.97351
Allahabad;Uttar Pradesh;23.612263;945;50.289974;19.419237;21.37531;32.228664;Grade 3;49.627174;54.44646;22.783762;76.056335;24.591652;1.0889292;9;47;1207;139;0.08285004;23.943663
Barabanki;Uttar Pradesh;3.3632288;946;50.672646;14.201878;27.690582;50.224216;Grade 3;49.327354;64.20188;18.721973;87.55605;21.12676;0.11737089;9;37;892;105;0;12.443946
Faizabad;Uttar Pradesh;6.795017;947;55.379387;17.767654;18.573046;46.772366;Grade 3;44.620613;52.961277;27.85957;74.518684;28.246014;0.79726654;9;40;883;110;0;25.481314
Ambedkar Nagar;Uttar Pradesh;0;948;52.744312;9.562841;28.120893;42.575558;Grade 3;47.255688;55.737705;29.303549;96.057816;34.699455;0;9;35;761;104;0;3.9421813
Sultanpur;Uttar Pradesh;4.103967;949;47.455296;23.855757;16.27907;47.19562;Grade 3;52.544704;51.45631;32.42134;83.58413;23.30097;0.13869625;9;35;731;102;0;16.415869
Bahraich;Uttar Pradesh;3.0737705;950;48.668034;23.535912;26.127048;41.086067;Grade 3;51.331966;60.552486;29.713116;80.02049;15.580111;0.22099447;9;36;976;97;0;19.979507
Shrawasti;Uttar Pradesh;3.5450518;951;44.460857;24.09836;1.7725259;76.51403;Grade 3;55.539143;50.65574;18.16839;98.22747;23.114754;2.1311476;9;29;677;77;0;1.7725259
Balrampur;Uttar Pradesh;4.477612;952;47.761192;24.885496;14.477612;56.71642;Grade 3;52.238808;60.305344;24.328358;90.44776;13.7404585;1.0687023;9;34;670;87;0;9.552238
Gonda;Uttar Pradesh;5.4384017;953;48.501663;31.94279;20.08879;45.615982;Grade 3;51.498337;51.1323;28.856825;91.12098;15.494637;1.4302741;9;37;901;104;0;8.879024
Siddharthnagar;Uttar Pradesh;3.558719;954;51.838673;25.094103;23.250296;58.00712;Grade 3;48.161327;62.86073;15.183867;90.86595;11.794229;0.25094104;9;36;843;97;0;9.134045
Basti;Uttar Pradesh;3.307888;955;50.448143;15.945946;6.3613234;54.580154;Grade 3;49.551857;58.37838;35.750637;92.36641;24.864864;0.6756757;9;34;786;95;0;7.633588
Sant Kabir Nagar;Uttar Pradesh;0;956;51.452785;12.039312;28.571428;47.578693;Grade 3;48.547215;66.461914;23.849878;96.36804;21.25307;0.12285012;9;37;826;100;0;3.6319613
Maharajganj;Uttar Pradesh;0;957;45.627804;8.578431;30.605381;40.358746;Grade 3;54.372196;72.54902;29.035875;89.57399;18.382353;0.36764705;9;37;892;107;0;10.426009
Gorakhpur;Uttar Pradesh;16.104462;958;49.945595;12.848485;22.415668;40.587597;Grade 3;50.054405;67.393936;20.892275;70.40261;18.30303;0.8484849;9;43;919;116;0;29.59739
Kushinagar;Uttar Pradesh;1.5911872;959;49.387257;10.225763;31.701345;40.26928;Grade 3;50.612743;75.0332;26.438189;96.20563;13.545816;0.9296149;9;39;817;103;0;3.7943697
Deoria;Uttar Pradesh;7.061267;960;50.15576;12.828947;25.545172;41.329178;Grade 3;49.84424;58.88158;26.064383;92.107994;21.052631;7.017544;9;43;963;116;0;7.892004
Azamgarh;Uttar Pradesh;4.037685;961;53.168045;11.370716;19.650066;53.162853;Grade 3;46.831955;59.034267;23.149395;89.905785;28.971962;0.31152648;9;32;743;85;0;10.094213
Mau;Uttar Pradesh;4.398827;962;48.09384;6.372549;18.914955;44.281525;Grade 3;51.90616;64.70588;32.404694;91.64223;27.941177;0.98039216;9;33;682;80;0;8.357771
Ballia;Uttar Pradesh;4.477612;963;49.55224;11.375213;17.61194;55.373135;Grade 3;50.44776;65.02547;22.537313;94.029854;19.864176;3.565365;9;30;670;79;0;5.970149
Jaunpur;Uttar Pradesh;0;964;52.364864;16.35514;25.900902;37.95045;Grade 3;47.635136;53.38785;36.148647;81.193695;29.439253;0.23364486;9;36;888;104;0;18.806307
Ghazipur;Uttar Pradesh;3.5971222;965;48.125755;8.132148;12.589928;42.326138;Grade 3;51.874245;65.18424;41.48681;93.40527;23.506989;3.17662;9;34;834;96;0;6.594724
Chandauli;Uttar Pradesh;4.172462;966;51.738525;11.028316;12.5173855;54.10292;Grade 3;48.261475;63.18927;29.207232;84.56189;25.037258;0.5961252;9;31;719;87;0;15.438108
Varanasi;Uttar Pradesh;18.09816;967;52.192066;20.775623;22.290388;37.93456;Grade 3;47.807934;60.66482;21.676891;50.6135;16.897507;1.5235457;9;41;978;119;0;49.3865
Sambhal (Bhim Nagar);Uttar Pradesh;0;968;50.05974;21.987577;30.32787;43.911007;Grade 3;49.94026;62.732918;25.761124;66.39344;15.155279;0;9;35;854;103;0;33.606556
Mirzapur;Uttar Pradesh;3.6188178;969;49.095295;12.437811;21.230398;43.063934;Grade 3;50.904705;63.80597;32.086853;77.322075;22.38806;0.49751243;9;35;829;86;0;22.677925
Sonbhadra;Uttar Pradesh;13.2547865;970;46.374622;11.09399;0;49.779087;Grade 3;53.625378;42.835133;36.966125;100;28.197226;17.873652;9;31;679;91;0;0
Bhadoi;Uttar Pradesh;4.366812;971;51.528385;15.097403;5.240175;58.515285;Grade 3;48.471615;64.93507;31.87773;87.19068;19.805195;0.16233766;9;29;687;83;0;12.809316
Kanshiram Nagar;Uttar Pradesh;0;972;48.94515;19.378698;13.783403;46.694798;Grade 3;51.05485;63.905327;39.5218;86.2166;15.680473;0.147929;9;32;711;90;0;13.783403
Amethi - CSM Nagar;Uttar Pradesh;7.977208;973;46.438747;18.61472;5.270655;49.85755;Grade 3;53.561253;49.92785;36.89459;99.28775;31.02453;0.43290043;9;33;702;80;0;0.7122507
Shamli (Prabudh Nagar);Uttar Pradesh;0;974;51.527225;9.2797785;11.952191;50.332005;Grade 3;48.472775;78.11634;37.715805;75.0332;12.049862;0.55401665;9;31;753;82;0;24.966799
Hapur (Panchsheel Nagar);Uttar Pradesh;3.836317;975;52.8133;27.009222;20.332481;44.757034;Grade 3;47.1867;34.123848;31.07417;70.204605;37.549408;0.26350462;9;35;782;85;0;29.795397
Pashchim Champaran;Bihar;3.4129694;1001;50.85324;15.957447;21.843004;47.667805;Grade 3;49.032993;59.692673;27.076223;73.8339;16.903072;5.673759;10;36;879;98;0.11376564;26.166098
Purba Champaran;Bihar;2.4038463;1002;44.871796;13.888889;5.6089745;51.121796;Grade 3;55.128204;68.46405;40.865383;90.38461;14.705882;2.124183;10;29;624;81;0;9.615385
Sheohar;Bihar;4.601227;1003;45.858894;18.421053;3.2208588;61.809814;Grade 3;54.141106;66.353386;30.368097;91.41104;11.654136;3.0075188;10;26;652;66;0;8.588957
Sitamarhi;Bihar;3.7783375;1004;47.103275;18.039772;14.231738;52.141056;Grade 3;52.896725;65.482956;29.848867;91.183876;13.068182;1.1363636;10;33;794;82;0;8.816121
Madhubani;Bihar;0;1005;43.69266;19.43372;23.279816;48.394497;Grade 3;56.30734;66.537964;28.325687;97.133026;11.454311;0.38610038;10;39;872;98;0;2.8669724
Supaul;Bihar;0;1006;48.423424;11.811927;25.272331;49.56427;Grade 3;51.576576;68.23395;25.163399;100;19.954128;0;10;39;918;94;0;0
Araria;Bihar;3.5419126;1007;45.153664;17.44186;22.550177;54.191265;Grade 3;54.846336;75.968994;19.716646;92.79811;5.0387597;0.64599484;10;35;847;96;0;7.201889
Kishanganj;Bihar;3.6827195;1008;46.175636;56.79191;4.532578;71.813034;Grade 3;53.824364;31.791908;19.971672;75.21246;2.7456648;6.936416;10;31;706;82;0;24.787535
Purnia;Bihar;3.9780521;1009;53.497944;19.158201;12.757201;73.525375;Grade 3;46.502056;72.56894;9.739369;81.06996;7.402032;0.87082726;10;30;729;80;0;18.93004
Katihar;Bihar;4.518072;1010;53.16265;22.27564;0;82.981926;Grade 3;46.83735;71.3141;12.5;90.96385;3.3653846;3.0448718;10;26;664;67;0;9.036144
Madhepura;Bihar;0;1011;38.48921;6.629834;1.7857143;60.535713;Grade 3;61.51079;74.401474;37.67857;90.17857;14.917127;3.6832414;10;23;560;69;0;9.821428
Saharsa;Bihar;4.854369;1012;46.116505;21.578947;8.090615;62.62136;Grade 3;53.883495;61.05263;24.433657;80.74434;15.614035;1.2280701;10;24;618;66;0;19.255663
Darbhanga;Bihar;6.633907;1013;47.91155;28.609987;15.356265;48.5258;Grade 3;52.08845;54.925777;29.48403;81.57248;15.384615;0.5398111;10;37;814;89;0;18.427519
Muzaffarpur;Bihar;10;1014;47;33.08411;3;46.166668;Grade 3;53;50.280373;40.833332;80.333336;15.700934;0.93457943;10;30;600;79;0;19.666666
Gopalganj;Bihar;4.195804;1015;52.44755;14.308426;13.426574;42.797203;Grade 3;47.55245;64.5469;39.58042;92.72727;13.036566;5.882353;10;36;715;97;0;7.2727275
Siwan;Bihar;3.4674063;1016;50.55866;17.177914;12.3439665;44.660194;Grade 3;49.44134;63.957054;39.52843;87.79473;12.423313;4.4478526;10;34;721;89;0;12.205271
Saran;Bihar;14.986376;1017;46.321526;25.2;14.577657;40.463215;Grade 3;53.678474;58.8;29.972752;77.38419;13.2;2.6;10;35;734;94;0;22.615805
Vaishali;Bihar;2.8208745;1018;45.791725;14.688427;9.308886;44.287727;Grade 3;54.208275;67.210686;43.58251;89.28068;16.61721;1.4836795;10;32;709;83;0;10.719323
Samastipur;Bihar;6.7400274;1019;46.453407;13.138686;7.8404403;49.931225;Grade 3;53.546593;60.145985;35.488308;79.91747;25.255474;0.5839416;10;34;727;87;0;20.082531
Begusarai;Bihar;12.244898;1020;44.89796;28.432957;11.156463;43.265305;Grade 3;55.10204;51.696285;33.333332;63.94558;17.285946;1.6155089;10;36;735;90;0;36.05442
Khagaria;Bihar;4.792332;1021;50.159744;9.462365;10.383387;51.91693;Grade 3;49.840256;75.48387;32.90735;82.428116;14.623656;0.43010753;10;26;626;69;0;17.571884
Bhagalpur;Bihar;3.7128713;1022;46.90594;14.6875;18.19307;48.88614;Grade 3;53.09406;65.625;29.20792;71.16337;14.0625;5.3125;10;35;808;89;0;28.836634
Banka;Bihar;3.875969;1023;47.12042;11.566618;14.470284;50.775192;Grade 3;52.87958;69.54612;30.878553;94.05685;9.370424;9.077599;10;42;774;101;0;5.9431524
Munger;Bihar;7.518797;1024;48.1203;15.36;13.383459;47.969925;Grade 3;51.8797;56.16;31.12782;71.57895;21.6;1.44;10;36;665;96;0;28.421053
Lakhisarai;Bihar;5.4347825;1025;48.188404;16.39676;0;52.173912;Grade 3;51.811596;64.170044;42.391304;73.55073;17.206478;0.20242915;10;26;552;70;0;26.449276
Sheikhpura;Bihar;0;1026;44.68504;14.623656;0;49.40945;Grade 3;55.31496;64.946236;50.59055;67.71654;17.419355;2.580645;10;24;508;58;0;32.283466
Nalanda;Bihar;7.246377;1027;46.014492;7.8680205;22.705315;41.42512;Grade 3;53.985508;60.659897;28.623188;79.58937;28.680202;1.2690356;10;41;828;101;0;20.410627
Patna;Bihar;21.914648;1028;51.21107;24.496124;15.570934;32.987312;Grade 3;48.78893;58.91473;29.527105;40.25375;13.643411;1.5503876;10;43;867;117;0;59.74625
Bhojpur;Bihar;3.7128713;1029;43.835617;24.453552;17.20297;39.480198;Grade 3;56.164383;55.191257;39.603962;67.20297;18.715847;1.3661202;10;35;808;92;0;32.79703
Buxar;Bihar;3.8265307;1030;43.75;21.617851;17.984694;39.285713;Grade 3;56.25;60.390514;38.90306;77.55102;13.668061;3.2078104;10;38;784;108;0;22.44898
Kaimur (Bhabua);Bihar;0;1031;41.226574;16.753023;0;58.783783;Grade 3;58.773426;60.967186;41.216217;95.77702;18.307426;3.626943;10;26;592;74;0;4.222973
Rohtas;Bihar;3.8560412;1032;45.88689;19.372442;19.922878;37.660667;Grade 3;54.11311;58.25375;38.56041;72.87918;18.417463;1.7735335;10;42;778;108;0;27.120823
Jehanabad;Bihar;5.2447553;1033;50;18.75;5.5944057;55.06993;Grade 3;50;55.664062;34.090908;80.94405;24.804688;0.390625;10;30;572;84;0;19.055944
Aurangabad (Bihar);Bihar;8.274895;1034;51.753155;20.113314;8.415147;44.880787;Grade 3;48.246845;50.708214;38.429173;90.60309;26.062323;1.8413597;10;34;713;94;0;9.3969145
Gaya;Bihar;8.474576;1035;42.97872;18.28125;9.322034;41.949154;Grade 3;57.02128;52.65625;40.25424;79.37853;27.03125;1.25;10;34;708;92;0;20.62147
Nawada;Bihar;0;1036;44.46529;19.7318;5.816135;55.34709;Grade 3;55.53471;56.51341;38.836773;94.37148;22.413794;0.9578544;10;26;533;75;0;5.6285176
Jamui;Bihar;5.008347;1037;45.075127;11.486486;1.6694491;47.5793;Grade 3;54.924873;68.91892;45.742905;72.62103;16.047297;1.1824324;10;26;599;65;0;27.378965
Arwal;Bihar;0;1038;45.884773;5.6034484;2.2633746;54.320988;Grade 3;54.115227;72.19827;43.415638;71.8107;18.318966;1.5086207;10;23;486;60;0;28.1893
North Sikkim;Sikkim;0;1101;54.098362;12.903226;0;48.57143;Grade 3;45.901638;18.894009;51.42857;80.408165;4.147465;64.0553;11;27;245;78;0;19.591837
West Sikkim;Sikkim;0.69284064;1102;54.566746;20.680628;0;37.413395;Grade 3;45.433254;34.293194;61.893764;100;4.188482;39.790577;11;42;433;116;0;0
South Sikkim;Sikkim;1.2254902;1103;46.568626;24.050632;0;39.95098;Grade 3;53.431374;38.481014;58.82353;65.93137;8.35443;29.113924;11;40;408;109;0;34.068626
East Sikkim;Sikkim;10.072992;1104;50.294117;31.114809;10.218978;36.058395;Grade 3;49.705883;31.613977;43.649635;47.445255;8.319468;28.785358;11;43;685;124;0;52.554745
Tawang;Arunachal Pradesh;1.4705882;1201;51.47059;11.447084;26.260504;33.403362;Grade 3;48.52941;0;38.865547;80.042015;0.43196544;88.12095;12;36;476;88;0;19.957983
West Kameng;Arunachal Pradesh;6.9536424;1202;45.5298;34.949833;25.827814;31.125828;Grade 3;54.4702;0.6688963;36.092716;86.09271;0.6688963;63.712376;12;36;604;100;0;13.907285
East Kameng;Arunachal Pradesh;0;1203;51.096123;4.537522;28.907562;38.31933;Grade 3;48.903877;0.6980803;32.77311;33.94958;0.34904015;94.41536;12;27;595;79;0;66.05042
Papum Pare;Arunachal Pradesh;6.5645514;1204;52.73523;11.185682;16.630198;40.26258;Grade 3;47.26477;5.816555;36.54267;69.80306;4.0268455;78.97092;12;31;457;85;0;30.196936
Lower Subansiri;Arunachal Pradesh;3.4574468;1205;44.68085;7.7151337;22.606382;28.723404;Grade 3;55.31915;3.5608308;45.212765;67.28723;1.1869437;87.537094;12;26;376;72;0;32.712765
Upper Subansiri;Arunachal Pradesh;0;1206;55.80357;3.116883;6.696429;52.67857;Grade 3;44.19643;0.25974026;40.625;54.910713;0.77922076;95.844154;12;26;448;60;0;45.089287
West Siang;Arunachal Pradesh;6.8965516;1207;52.41379;9.414759;18.390804;41.37931;Grade 3;47.58621;2.0356233;33.333332;32.643677;3.562341;84.987274;12;25;435;70;0;67.35632
East Siang;Arunachal Pradesh;5.311355;1208;51.465202;33.076923;5.4945054;47.435898;Grade 3;48.534798;6.1538463;41.758244;50.915752;2.3076923;58.46154;12;29;546;87;0;49.084248
Upper Siang;Arunachal Pradesh;4.136253;1209;44.768856;9.192201;7.29927;47.201946;Grade 3;55.231144;5.0139275;41.36253;68.856445;1.3927577;84.401115;12;27;411;77;0;31.143553
Dibang Valley;Arunachal Pradesh;0;1210;47.61905;28.571428;0;100;Grade 3;52.38095;7.142857;0;52.38095;2.3809524;61.904762;12;4;42;12;0;47.61905
Lohit;Arunachal Pradesh;7.9831934;1211;53.991596;59.101654;12.605042;40.12605;Grade 3;46.008404;2.600473;39.285713;55.462185;0.23640662;38.061466;12;27;476;75;0;44.537815
Changlang;Arunachal Pradesh;4.313099;1212;46.24;57.76294;14.376997;41.533546;Grade 3;53.76;1.3355592;39.77636;77.15655;0.5008347;40.233723;12;33;626;88;0;22.84345
Tirap;Arunachal Pradesh;3.9045553;1213;48.15618;8.196721;16.919739;33.18872;Grade 3;51.84382;0.7025761;45.986984;47.505424;2.1077282;88.99297;12;28;461;69;0;52.494576
Kurung Kumey;Arunachal Pradesh;0;1214;47.439354;0.8746356;8.086253;46.091644;Grade 3;52.560646;0.29154518;45.8221;54.986523;0.58309036;98.25073;12;24;371;70;0;45.013477
Lower Dibang Valley;Arunachal Pradesh;4.303279;1215;46.311474;39.956333;6.147541;41.80328;Grade 3;53.688526;9.606987;47.745903;71.31148;0.2183406;50.21834;12;27;488;79;0;28.688524
Anjaw;Arunachal Pradesh;0;1216;56.81818;18.181818;2.2727273;75;Grade 3;43.18182;0;22.727272;100;3.030303;78.78788;12;17;132;44;0;0
Longding;Arunachal Pradesh;5.235602;1217;49.73822;1.7793595;7.155323;46.771378;Grade 3;50.26178;0.3558719;40.837696;77.13787;0.5338078;97.33096;12;24;573;62;0;22.86213
Namsai;Arunachal Pradesh;0;1218;43.560608;74.51404;7.1969695;53.219696;Grade 3;56.439392;0.64794815;39.583332;75;0.8639309;23.974083;12;30;528;87;0;25
Kra Dadi;Arunachal Pradesh;0;1219;46.78899;0.33670035;8.562691;56.26911;Grade 3;53.21101;0;35.168194;75.53517;0;99.6633;12;28;327;64;0;24.464832
Siang;Arunachal Pradesh;0;1220;46.875;3.6666667;2.8125;54.0625;Grade 3;53.125;0.33333334;43.125;72.8125;1.3333334;94.666664;12;23;320;65;0;27.1875
Lower Siang;Arunachal Pradesh;0;1221;54.929577;23.786407;0;54.20561;Grade 3;45.070423;4.3689322;45.79439;100;6.3106794;65.53398;12;22;214;54;0;0
Kamle;Arunachal Pradesh;0;1222;39.179104;1.3274336;22.38806;39.925373;Grade 3;60.820896;0;37.686565;100;0;97.78761;12;21;268;53;0;0
Capital Complex Itanagar;Arunachal Pradesh;14.4;1223;52.24359;17.449665;10.88;42.72;Grade 3;47.75641;4.3624163;32;12.64;8.221477;69.966446;12;29;625;85;0;87.36
Pakke Kessang;Arunachal Pradesh;0;1224;43.850266;7.428571;18.181818;49.19786;Grade 3;56.149734;1.7142857;32.62032;100;0;90.85714;12;17;187;35;0;0
Shi Yomi;Arunachal Pradesh;0;1225;48.88889;0.9852217;0;41.333332;Grade 3;51.11111;0.9852217;58.666668;100;0;98.02956;12;14;225;41;0;0
Lepa Rada;Arunachal Pradesh;0;1226;52.69461;15.4838705;17.964071;17.964071;Grade 3;47.30539;1.9354838;64.07185;46.107784;1.9354838;80.645164;12;15;167;45;0;53.892216
Mon;Nagaland;0;1301;53.511707;1.2433393;0;51.003345;Grade 3;46.488293;0.35523978;48.996655;69.23077;0.17761989;98.2238;13;31;598;87;0;30.76923
Tuensang;Nagaland;0;1302;45.927208;0;0;48.00693;Grade 3;54.072792;0.21231422;51.99307;68.97747;0;99.78769;13;31;577;86;0;31.02253
Mokokchung;Nagaland;0;1303;51.515152;5.769231;0;40.948277;Grade 3;48.484848;2.6442308;59.051723;48.060345;0.72115386;90.86539;13;36;464;103;0;51.939655
Zunheboto;Nagaland;4.3771043;1304;46.464645;0.37593985;0;23.232323;Grade 3;53.535355;0.37593985;72.39057;55.555557;0;99.24812;13;31;297;93;0;44.444443
Wokha;Nagaland;3.3613446;1305;50.70028;0;0;27.170868;Grade 3;49.29972;2.8037384;69.46779;55.7423;1.5576324;95.638626;13;28;357;82;0;44.2577
Dimapur;Nagaland;6.946688;1306;50.88853;30.668842;0;42.810986;Grade 3;49.11147;10.277325;50.242325;36.34895;1.6313213;57.422512;13;32;619;96;0;63.65105
Kohima;Nagaland;3.3057852;1307;50.413223;8.193277;0;40.082645;Grade 3;49.586777;3.1512606;56.61157;26.446281;6.092437;82.14286;13;28;484;71;0;73.55372
